d,team,code,v
2023-06-20,AutoInfinite,employee_engagement,100.0
2023-06-20,Nyxx,employee_engagement,100.0
2023-06-20,Motion,employee_engagement,100.0
2023-06-20,Matic,employee_engagement,99.9
2023-06-20,ROBOH,employee_engagement,99.8
2023-06-20,TenQ,employee_engagement,99.5
2023-06-20,Tazox,employee_engagement,99.4
2023-06-20,ottobi,employee_engagement,99.3
2023-06-20,DriveSwitch,employee_engagement,99.2
2023-06-20,Kar,employee_engagement,99.1
2023-06-20,MileMode,employee_engagement,98.8
2023-06-20,vusk,employee_engagement,98.6
2023-06-20,Rusted,employee_engagement,98.5
2023-06-20,SpeedLabs,employee_engagement,98.5
2023-06-20,Cjio,employee_engagement,97.9
2023-06-20,fovro,employee_engagement,97.6
2023-06-20,Pitpo,employee_engagement,97.1
2023-06-20,Worthwheel,employee_engagement,100.0
2023-06-20,Amxu,employee_engagement,100.0
2023-06-20,DentCenter,employee_engagement,100.0
2023-06-20,Carvato,employee_engagement,99.9
2023-06-20,Fastun,employee_engagement,99.5
2023-06-20,Rush,employee_engagement,99.5
2023-06-20,Evi,employee_engagement,99.2
2023-06-20,Wheelic,employee_engagement,99.2
2023-06-20,Caraxa,employee_engagement,99.1
2023-06-20,Drivat,employee_engagement,98.6
2023-06-20,CarLeap,employee_engagement,98.6
2023-06-20,rimovo,employee_engagement,98.3
2023-06-20,CarSpa,employee_engagement,97.7
2023-06-20,Teuso,employee_engagement,96.5
2023-06-20,Hoqa,employee_engagement,96.4
2023-06-20,Xuad,employee_engagement,94.0
2023-06-20,NitroRide,employee_engagement,89.9
2023-06-20,Turbo,employee_engagement,84.9
2023-06-20,VroomTime,employee_engagement,100.0
2023-06-20,Electronically,employee_engagement,100.0
2023-06-20,evCU,employee_engagement,99.9
2023-06-20,Blazers,employee_engagement,99.7
2023-06-20,iAuto,employee_engagement,99.6
2023-06-20,Slidyn,employee_engagement,99.5
2023-06-20,Carzio,employee_engagement,99.2
2023-06-20,caralo,employee_engagement,99.2
2023-06-20,Rollovo,employee_engagement,98.9
2023-06-20,Automovo,employee_engagement,98.8
2023-06-20,Automotiq,employee_engagement,98.5
2023-06-20,HXH,employee_engagement,98.4
2023-06-20,RYDI,employee_engagement,97.8
2023-06-20,Torque,employee_engagement,97.7
2023-06-20,EliteTechs,employee_engagement,96.9
2023-06-20,Honkli,employee_engagement,96.4
2023-06-20,GIIQ,employee_engagement,95.5
2023-06-20,EvolutionAuto,employee_engagement,95.2
2023-06-20,Drift,employee_engagement,92.0
2023-06-20,Drivesly,employee_engagement,90.6
2023-06-20,Tazox,interest_coverage,11.0
2023-06-20,SpeedLabs,interest_coverage,10.0
2023-06-20,TenQ,interest_coverage,9.0
2023-06-20,Carz,interest_coverage,9.0
2023-06-20,ROBOH,interest_coverage,8.0
2023-06-20,MileMode,interest_coverage,8.0
2023-06-20,Pitpo,interest_coverage,8.0
2023-06-20,vusk,interest_coverage,8.0
2023-06-20,Nyxx,interest_coverage,7.0
2023-06-20,Matic,interest_coverage,7.0
2023-06-20,Motion,interest_coverage,6.0
2023-06-20,Rusted,interest_coverage,6.0
2023-06-20,AutoInfinite,interest_coverage,5.0
2023-06-20,ottobi,interest_coverage,5.0
2023-06-20,fovro,interest_coverage,5.0
2023-06-20,Cjio,interest_coverage,5.0
2023-06-20,DriveSwitch,interest_coverage,4.0
2023-06-20,Kar,interest_coverage,3.0
2023-06-20,Carvato,interest_coverage,14.0
2023-06-20,Caraxa,interest_coverage,11.0
2023-06-20,Wheelic,interest_coverage,11.0
2023-06-20,Evi,interest_coverage,10.0
2023-06-20,DentCenter,interest_coverage,10.0
2023-06-20,Xuad,interest_coverage,9.0
2023-06-20,Rush,interest_coverage,8.0
2023-06-20,Amxu,interest_coverage,7.0
2023-06-20,CarSpa,interest_coverage,6.0
2023-06-20,Turbo,interest_coverage,6.0
2023-06-20,Fastun,interest_coverage,6.0
2023-06-20,CarLeap,interest_coverage,6.0
2023-06-20,Teuso,interest_coverage,5.0
2023-06-20,Drivat,interest_coverage,5.0
2023-06-20,NitroRide,interest_coverage,5.0
2023-06-20,rimovo,interest_coverage,4.0
2023-06-20,Worthwheel,interest_coverage,4.0
2023-06-20,Hoqa,interest_coverage,3.0
2023-06-20,EvolutionAuto,interest_coverage,9.0
2023-06-20,evCU,interest_coverage,9.0
2023-06-20,caralo,interest_coverage,8.0
2023-06-20,EliteTechs,interest_coverage,8.0
2023-06-20,Drivesly,interest_coverage,8.0
2023-06-20,Honkli,interest_coverage,8.0
2023-06-20,Torque,interest_coverage,8.0
2023-06-20,Automotiq,interest_coverage,7.0
2023-06-20,GIIQ,interest_coverage,7.0
2023-06-20,RYDI,interest_coverage,7.0
2023-06-20,iAuto,interest_coverage,6.0
2023-06-20,Rollovo,interest_coverage,5.0
2023-06-20,HXH,interest_coverage,5.0
2023-06-20,Electronically,interest_coverage,5.0
2023-06-20,Blazers,interest_coverage,5.0
2023-06-20,Automovo,interest_coverage,5.0
2023-06-20,VroomTime,interest_coverage,4.0
2023-06-20,Slidyn,interest_coverage,4.0
2023-06-20,Drift,interest_coverage,4.0
2023-06-20,Carzio,interest_coverage,3.0
2023-06-20,Kar,marketing_spend_rev,569.2
2023-06-20,ROBOH,marketing_spend_rev,579.0
2023-06-20,ottobi,marketing_spend_rev,604.7
2023-06-20,Nyxx,marketing_spend_rev,615.5
2023-06-20,SpeedLabs,marketing_spend_rev,682.6
2023-06-20,TenQ,marketing_spend_rev,693.3
2023-06-20,Pitpo,marketing_spend_rev,729.0
2023-06-20,MileMode,marketing_spend_rev,736.1
2023-06-20,Matic,marketing_spend_rev,747.1
2023-06-20,DriveSwitch,marketing_spend_rev,749.2
2023-06-20,Cjio,marketing_spend_rev,763.0
2023-06-20,Carz,marketing_spend_rev,768.7
2023-06-20,Tazox,marketing_spend_rev,779.9
2023-06-20,Motion,marketing_spend_rev,849.1
2023-06-20,AutoInfinite,marketing_spend_rev,906.5
2023-06-20,vusk,marketing_spend_rev,944.9
2023-06-20,Rusted,marketing_spend_rev,1039.5
2023-06-20,fovro,marketing_spend_rev,1426.0
2023-06-20,CarLeap,marketing_spend_rev,447.4
2023-06-20,Evi,marketing_spend_rev,493.7
2023-06-20,Rush,marketing_spend_rev,546.4
2023-06-20,Wheelic,marketing_spend_rev,549.0
2023-06-20,Worthwheel,marketing_spend_rev,629.1
2023-06-20,DentCenter,marketing_spend_rev,692.0
2023-06-20,Drivat,marketing_spend_rev,699.8
2023-06-20,Teuso,marketing_spend_rev,716.7
2023-06-20,Carvato,marketing_spend_rev,774.4
2023-06-20,CarSpa,marketing_spend_rev,781.9
2023-06-20,rimovo,marketing_spend_rev,797.7
2023-06-20,NitroRide,marketing_spend_rev,826.6
2023-06-20,Amxu,marketing_spend_rev,828.7
2023-06-20,Hoqa,marketing_spend_rev,834.7
2023-06-20,Caraxa,marketing_spend_rev,883.9
2023-06-20,Fastun,marketing_spend_rev,897.2
2023-06-20,Xuad,marketing_spend_rev,975.0
2023-06-20,Turbo,marketing_spend_rev,1010.9
2023-06-20,Blazers,marketing_spend_rev,555.0
2023-06-20,Slidyn,marketing_spend_rev,602.5
2023-06-20,evCU,marketing_spend_rev,619.1
2023-06-20,EliteTechs,marketing_spend_rev,625.8
2023-06-20,Automotiq,marketing_spend_rev,630.8
2023-06-20,EvolutionAuto,marketing_spend_rev,638.7
2023-06-20,Drivesly,marketing_spend_rev,644.3
2023-06-20,iAuto,marketing_spend_rev,644.6
2023-06-20,Drift,marketing_spend_rev,648.4
2023-06-20,Automovo,marketing_spend_rev,674.7
2023-06-20,RYDI,marketing_spend_rev,687.1
2023-06-20,Honkli,marketing_spend_rev,690.4
2023-06-20,VroomTime,marketing_spend_rev,706.8
2023-06-20,GIIQ,marketing_spend_rev,723.3
2023-06-20,Rollovo,marketing_spend_rev,724.6
2023-06-20,Electronically,marketing_spend_rev,728.6
2023-06-20,Carzio,marketing_spend_rev,744.3
2023-06-20,Torque,marketing_spend_rev,769.7
2023-06-20,HXH,marketing_spend_rev,782.6
2023-06-20,caralo,marketing_spend_rev,855.0
2023-06-20,ROBOH,e_cars_sales,14999.0
2023-06-20,fovro,e_cars_sales,14470.0
2023-06-20,vusk,e_cars_sales,13449.0
2023-06-20,Cjio,e_cars_sales,8157.0
2023-06-20,Nyxx,e_cars_sales,7.0
2023-06-20,Carz,e_cars_sales,7499.0
2023-06-20,MileMode,e_cars_sales,7499.0
2023-06-20,TenQ,e_cars_sales,7499.0
2023-06-20,AutoInfinite,e_cars_sales,7499.0
2023-06-20,Tazox,e_cars_sales,7498.0
2023-06-20,SpeedLabs,e_cars_sales,6609.0
2023-06-20,Pitpo,e_cars_sales,6583.0
2023-06-20,Matic,e_cars_sales,5245.0
2023-06-20,Kar,e_cars_sales,0.0
2023-06-20,Motion,e_cars_sales,0.0
2023-06-20,ottobi,e_cars_sales,0.0
2023-06-20,DriveSwitch,e_cars_sales,0.0
2023-06-20,Rusted,e_cars_sales,0.0
2023-06-20,Xuad,e_cars_sales,25879.0
2023-06-20,NitroRide,e_cars_sales,19722.0
2023-06-20,Caraxa,e_cars_sales,17433.0
2023-06-20,Wheelic,e_cars_sales,13335.0
2023-06-20,Teuso,e_cars_sales,9470.0
2023-06-20,Drivat,e_cars_sales,9056.0
2023-06-20,Evi,e_cars_sales,9010.0
2023-06-20,Carvato,e_cars_sales,7499.0
2023-06-20,DentCenter,e_cars_sales,7499.0
2023-06-20,Amxu,e_cars_sales,7498.0
2023-06-20,CarLeap,e_cars_sales,6631.0
2023-06-20,Hoqa,e_cars_sales,6374.0
2023-06-20,Rush,e_cars_sales,5973.0
2023-06-20,CarSpa,e_cars_sales,5721.0
2023-06-20,rimovo,e_cars_sales,5253.0
2023-06-20,Fastun,e_cars_sales,0.0
2023-06-20,Turbo,e_cars_sales,0.0
2023-06-20,Worthwheel,e_cars_sales,0.0
2023-06-20,Automotiq,e_cars_sales,20311.0
2023-06-20,Blazers,e_cars_sales,19236.0
2023-06-20,Rollovo,e_cars_sales,17915.0
2023-06-20,Torque,e_cars_sales,16076.0
2023-06-20,EliteTechs,e_cars_sales,15.0
2023-06-20,evCU,e_cars_sales,14998.0
2023-06-20,caralo,e_cars_sales,10607.0
2023-06-20,Slidyn,e_cars_sales,10248.0
2023-06-20,Electronically,e_cars_sales,7.0
2023-06-20,Automovo,e_cars_sales,7499.0
2023-06-20,RYDI,e_cars_sales,7499.0
2023-06-20,iAuto,e_cars_sales,7499.0
2023-06-20,VroomTime,e_cars_sales,7498.0
2023-06-20,Drivesly,e_cars_sales,7498.0
2023-06-20,EvolutionAuto,e_cars_sales,6861.0
2023-06-20,Honkli,e_cars_sales,0.0
2023-06-20,Carzio,e_cars_sales,0.0
2023-06-20,GIIQ,e_cars_sales,0.0
2023-06-20,HXH,e_cars_sales,0.0
2023-06-20,Drift,e_cars_sales,0.0
2023-06-20,vusk,co2_penalty,2085.1
2023-06-20,Carz,co2_penalty,2315.7
2023-06-20,fovro,co2_penalty,2433.2
2023-06-20,TenQ,co2_penalty,2553.1
2023-06-20,Matic,co2_penalty,2618.6
2023-06-20,ROBOH,co2_penalty,2667.1
2023-06-20,Nyxx,co2_penalty,2687.0
2023-06-20,Cjio,co2_penalty,2692.0
2023-06-20,Kar,co2_penalty,2718.0
2023-06-20,SpeedLabs,co2_penalty,2720.4
2023-06-20,ottobi,co2_penalty,2764.2
2023-06-20,DriveSwitch,co2_penalty,2769.6
2023-06-20,MileMode,co2_penalty,2774.7
2023-06-20,AutoInfinite,co2_penalty,2823.4
2023-06-20,Tazox,co2_penalty,2831.0
2023-06-20,Pitpo,co2_penalty,2832.5
2023-06-20,Rusted,co2_penalty,2868.0
2023-06-20,Motion,co2_penalty,3172.7
2023-06-20,Turbo,co2_penalty,2095.1
2023-06-20,Wheelic,co2_penalty,2246.6
2023-06-20,DentCenter,co2_penalty,2482.2
2023-06-20,CarSpa,co2_penalty,2499.1
2023-06-20,Worthwheel,co2_penalty,2508.2
2023-06-20,Carvato,co2_penalty,2523.2
2023-06-20,Caraxa,co2_penalty,2553.8
2023-06-20,Rush,co2_penalty,2571.7
2023-06-20,Amxu,co2_penalty,2581.3
2023-06-20,Evi,co2_penalty,2614.6
2023-06-20,Fastun,co2_penalty,2629.7
2023-06-20,Hoqa,co2_penalty,2688.8
2023-06-20,Drivat,co2_penalty,2691.7
2023-06-20,Xuad,co2_penalty,2698.7
2023-06-20,CarLeap,co2_penalty,2736.3
2023-06-20,Teuso,co2_penalty,2753.2
2023-06-20,NitroRide,co2_penalty,2874.5
2023-06-20,rimovo,co2_penalty,2919.4
2023-06-20,GIIQ,co2_penalty,2358.6
2023-06-20,Torque,co2_penalty,2429.1
2023-06-20,Carzio,co2_penalty,2453.1
2023-06-20,Rollovo,co2_penalty,2461.7
2023-06-20,Drivesly,co2_penalty,2468.2
2023-06-20,EliteTechs,co2_penalty,2491.5
2023-06-20,EvolutionAuto,co2_penalty,2547.0
2023-06-20,Honkli,co2_penalty,2577.5
2023-06-20,Electronically,co2_penalty,2635.3
2023-06-20,Blazers,co2_penalty,2665.2
2023-06-20,caralo,co2_penalty,2686.6
2023-06-20,Automotiq,co2_penalty,2701.3
2023-06-20,Automovo,co2_penalty,2716.9
2023-06-20,HXH,co2_penalty,2723.6
2023-06-20,RYDI,co2_penalty,2728.7
2023-06-20,iAuto,co2_penalty,2737.4
2023-06-20,Slidyn,co2_penalty,2746.2
2023-06-20,Drift,co2_penalty,2782.8
2023-06-20,evCU,co2_penalty,2797.9
2023-06-20,VroomTime,co2_penalty,2824.0
2023-06-21,Pitpo,wacc,7.1
2023-06-21,Motion,wacc,7.1
2023-06-21,Carz,wacc,7.2
2023-06-21,Matic,wacc,7.2
2023-06-21,Rusted,wacc,7.2
2023-06-21,ROBOH,wacc,7.2
2023-06-21,SpeedLabs,wacc,7.3
2023-06-21,AutoInfinite,wacc,7.3
2023-06-21,Nyxx,wacc,7.4
2023-06-21,MileMode,wacc,7.4
2023-06-21,Kar,wacc,7.5
2023-06-21,ottobi,wacc,7.5
2023-06-21,fovro,wacc,7.5
2023-06-21,Tazox,wacc,7.5
2023-06-21,DriveSwitch,wacc,7.5
2023-06-21,Cjio,wacc,7.5
2023-06-21,vusk,wacc,7.5
2023-06-21,TenQ,wacc,7.6
2023-06-21,Rush,wacc,7.2
2023-06-21,Teuso,wacc,7.2
2023-06-21,Xuad,wacc,7.2
2023-06-21,DentCenter,wacc,7.2
2023-06-21,Worthwheel,wacc,7.3
2023-06-21,Carvato,wacc,7.3
2023-06-21,Drivat,wacc,7.3
2023-06-21,CarLeap,wacc,7.3
2023-06-21,Fastun,wacc,7.3
2023-06-21,CarSpa,wacc,7.4
2023-06-21,Amxu,wacc,7.5
2023-06-21,Caraxa,wacc,7.5
2023-06-21,Evi,wacc,7.5
2023-06-21,NitroRide,wacc,7.6
2023-06-21,Turbo,wacc,7.6
2023-06-21,Wheelic,wacc,7.6
2023-06-21,Hoqa,wacc,7.7
2023-06-21,rimovo,wacc,7.9
2023-06-21,Honkli,wacc,7.1
2023-06-21,iAuto,wacc,7.2
2023-06-21,Slidyn,wacc,7.2
2023-06-21,Blazers,wacc,7.3
2023-06-21,Drift,wacc,7.3
2023-06-21,VroomTime,wacc,7.3
2023-06-21,Torque,wacc,7.3
2023-06-21,GIIQ,wacc,7.3
2023-06-21,EliteTechs,wacc,7.4
2023-06-21,EvolutionAuto,wacc,7.4
2023-06-21,Electronically,wacc,7.4
2023-06-21,Automovo,wacc,7.5
2023-06-21,Drivesly,wacc,7.5
2023-06-21,caralo,wacc,7.5
2023-06-21,Carzio,wacc,7.6
2023-06-21,Automotiq,wacc,7.6
2023-06-21,HXH,wacc,7.6
2023-06-21,evCU,wacc,7.6
2023-06-21,RYDI,wacc,7.6
2023-06-21,Rollovo,wacc,7.6
2023-06-21,MileMode,factory_utilization,100.0
2023-06-21,ottobi,factory_utilization,83.0
2023-06-21,Tazox,factory_utilization,80.0
2023-06-21,TenQ,factory_utilization,79.0
2023-06-21,AutoInfinite,factory_utilization,77.0
2023-06-21,Pitpo,factory_utilization,75.0
2023-06-21,DriveSwitch,factory_utilization,71.0
2023-06-21,vusk,factory_utilization,70.0
2023-06-21,Motion,factory_utilization,70.0
2023-06-21,SpeedLabs,factory_utilization,66.0
2023-06-21,Cjio,factory_utilization,63.0
2023-06-21,Nyxx,factory_utilization,63.0
2023-06-21,Kar,factory_utilization,56.0
2023-06-21,Matic,factory_utilization,55.0
2023-06-21,fovro,factory_utilization,50.0
2023-06-21,ROBOH,factory_utilization,50.0
2023-06-21,Rusted,factory_utilization,50.0
2023-06-21,Carz,factory_utilization,39.0
2023-06-21,Teuso,factory_utilization,87.0
2023-06-21,CarLeap,factory_utilization,83.0
2023-06-21,Rush,factory_utilization,80.0
2023-06-21,Drivat,factory_utilization,76.0
2023-06-21,Caraxa,factory_utilization,75.0
2023-06-21,Carvato,factory_utilization,75.0
2023-06-21,Amxu,factory_utilization,72.0
2023-06-21,rimovo,factory_utilization,69.0
2023-06-21,Xuad,factory_utilization,67.0
2023-06-21,Fastun,factory_utilization,66.0
2023-06-21,Hoqa,factory_utilization,64.0
2023-06-21,Evi,factory_utilization,61.0
2023-06-21,DentCenter,factory_utilization,57.0
2023-06-21,CarSpa,factory_utilization,57.0
2023-06-21,Worthwheel,factory_utilization,52.0
2023-06-21,Turbo,factory_utilization,51.0
2023-06-21,Wheelic,factory_utilization,50.0
2023-06-21,NitroRide,factory_utilization,46.0
2023-06-21,Slidyn,factory_utilization,90.0
2023-06-21,Blazers,factory_utilization,81.0
2023-06-21,iAuto,factory_utilization,78.0
2023-06-21,Rollovo,factory_utilization,78.0
2023-06-21,VroomTime,factory_utilization,78.0
2023-06-21,Automotiq,factory_utilization,78.0
2023-06-21,Torque,factory_utilization,75.0
2023-06-21,HXH,factory_utilization,75.0
2023-06-21,caralo,factory_utilization,74.0
2023-06-21,Drivesly,factory_utilization,74.0
2023-06-21,evCU,factory_utilization,73.0
2023-06-21,Electronically,factory_utilization,72.0
2023-06-21,RYDI,factory_utilization,70.0
2023-06-21,Drift,factory_utilization,69.0
2023-06-21,EliteTechs,factory_utilization,68.0
2023-06-21,Automovo,factory_utilization,63.0
2023-06-21,Honkli,factory_utilization,57.0
2023-06-21,Carzio,factory_utilization,57.0
2023-06-21,GIIQ,factory_utilization,57.0
2023-06-21,EvolutionAuto,factory_utilization,56.0
2023-06-21,TenQ,scores,1765.2
2023-06-21,Tazox,scores,1492.4
2023-06-21,Matic,scores,1305.8
2023-06-21,MileMode,scores,1194.0
2023-06-21,Rusted,scores,1041.2
2023-06-21,Nyxx,scores,976.7
2023-06-21,Carz,scores,966.8
2023-06-21,SpeedLabs,scores,934.9
2023-06-21,AutoInfinite,scores,877.8
2023-06-21,vusk,scores,755.4
2023-06-21,Pitpo,scores,692.0
2023-06-21,fovro,scores,689.5
2023-06-21,Motion,scores,499.5
2023-06-21,ROBOH,scores,445.9
2023-06-21,Cjio,scores,310.1
2023-06-21,DriveSwitch,scores,247.5
2023-06-21,ottobi,scores,102.8
2023-06-21,Kar,scores,36.2
2023-06-21,Wheelic,scores,1743.1
2023-06-21,Caraxa,scores,1568.7
2023-06-21,Carvato,scores,1381.2
2023-06-21,Rush,scores,1352.8
2023-06-21,Fastun,scores,1307.9
2023-06-21,DentCenter,scores,1253.5
2023-06-21,Evi,scores,1239.6
2023-06-21,rimovo,scores,897.4
2023-06-21,Teuso,scores,866.4
2023-06-21,Worthwheel,scores,763.8
2023-06-21,CarLeap,scores,756.6
2023-06-21,Xuad,scores,753.5
2023-06-21,Hoqa,scores,640.7
2023-06-21,Amxu,scores,626.6
2023-06-21,Turbo,scores,619.8
2023-06-21,Drivat,scores,590.9
2023-06-21,CarSpa,scores,264.8
2023-06-21,NitroRide,scores,234.1
2023-06-21,evCU,scores,1581.8
2023-06-21,Automotiq,scores,1380.3
2023-06-21,Torque,scores,988.0
2023-06-21,RYDI,scores,941.4
2023-06-21,Drivesly,scores,878.7
2023-06-21,Blazers,scores,877.1
2023-06-21,Honkli,scores,820.0
2023-06-21,EliteTechs,scores,784.3
2023-06-21,GIIQ,scores,783.1
2023-06-21,iAuto,scores,757.3
2023-06-21,VroomTime,scores,709.8
2023-06-21,caralo,scores,668.7
2023-06-21,EvolutionAuto,scores,441.3
2023-06-21,Drift,scores,367.3
2023-06-21,Carzio,scores,342.6
2023-06-21,Electronically,scores,316.7
2023-06-21,Rollovo,scores,314.9
2023-06-21,HXH,scores,314.4
2023-06-21,Slidyn,scores,137.5
2023-06-21,Automovo,scores,133.0
2023-06-21,Carz,employee_engagement,100.0
2023-06-21,Rusted,employee_engagement,100.0
2023-06-21,Tazox,employee_engagement,100.0
2023-06-21,fovro,employee_engagement,100.0
2023-06-21,Matic,employee_engagement,99.7
2023-06-21,Nyxx,employee_engagement,99.4
2023-06-21,TenQ,employee_engagement,99.4
2023-06-21,MileMode,employee_engagement,99.3
2023-06-21,ottobi,employee_engagement,99.0
2023-06-21,Pitpo,employee_engagement,99.0
2023-06-21,AutoInfinite,employee_engagement,98.9
2023-06-21,Motion,employee_engagement,98.9
2023-06-21,Cjio,employee_engagement,98.7
2023-06-21,SpeedLabs,employee_engagement,98.6
2023-06-21,DriveSwitch,employee_engagement,98.1
2023-06-21,ROBOH,employee_engagement,97.5
2023-06-21,Kar,employee_engagement,96.9
2023-06-21,vusk,employee_engagement,96.8
2023-06-21,Caraxa,employee_engagement,100.0
2023-06-21,Fastun,employee_engagement,100.0
2023-06-21,Wheelic,employee_engagement,100.0
2023-06-21,Carvato,employee_engagement,100.0
2023-06-21,Amxu,employee_engagement,99.9
2023-06-21,Drivat,employee_engagement,99.9
2023-06-21,Rush,employee_engagement,99.4
2023-06-21,Worthwheel,employee_engagement,99.2
2023-06-21,CarSpa,employee_engagement,99.2
2023-06-21,DentCenter,employee_engagement,98.9
2023-06-21,NitroRide,employee_engagement,98.5
2023-06-21,Hoqa,employee_engagement,98.5
2023-06-21,rimovo,employee_engagement,98.3
2023-06-21,Xuad,employee_engagement,98.1
2023-06-21,CarLeap,employee_engagement,97.8
2023-06-21,Evi,employee_engagement,97.7
2023-06-21,Teuso,employee_engagement,97.3
2023-06-21,Turbo,employee_engagement,84.8
2023-06-21,VroomTime,employee_engagement,100.0
2023-06-21,RYDI,employee_engagement,100.0
2023-06-21,Honkli,employee_engagement,100.0
2023-06-21,Drift,employee_engagement,99.9
2023-06-21,Blazers,employee_engagement,99.8
2023-06-21,Rollovo,employee_engagement,99.8
2023-06-21,EliteTechs,employee_engagement,99.8
2023-06-21,Automovo,employee_engagement,99.7
2023-06-21,Automotiq,employee_engagement,99.7
2023-06-21,HXH,employee_engagement,99.6
2023-06-21,EvolutionAuto,employee_engagement,99.6
2023-06-21,Drivesly,employee_engagement,99.5
2023-06-21,caralo,employee_engagement,99.4
2023-06-21,Torque,employee_engagement,99.0
2023-06-21,Electronically,employee_engagement,98.7
2023-06-21,evCU,employee_engagement,98.7
2023-06-21,Carzio,employee_engagement,98.4
2023-06-21,Slidyn,employee_engagement,97.7
2023-06-21,iAuto,employee_engagement,97.5
2023-06-21,GIIQ,employee_engagement,96.8
2023-06-21,MileMode,interest_coverage,12.0
2023-06-21,TenQ,interest_coverage,11.0
2023-06-21,Tazox,interest_coverage,8.0
2023-06-21,fovro,interest_coverage,8.0
2023-06-21,SpeedLabs,interest_coverage,7.0
2023-06-21,ottobi,interest_coverage,7.0
2023-06-21,Pitpo,interest_coverage,7.0
2023-06-21,Rusted,interest_coverage,6.0
2023-06-21,vusk,interest_coverage,6.0
2023-06-21,Nyxx,interest_coverage,6.0
2023-06-21,Matic,interest_coverage,5.0
2023-06-21,ROBOH,interest_coverage,5.0
2023-06-21,DriveSwitch,interest_coverage,5.0
2023-06-21,AutoInfinite,interest_coverage,5.0
2023-06-21,Cjio,interest_coverage,5.0
2023-06-21,Motion,interest_coverage,4.0
2023-06-21,Kar,interest_coverage,4.0
2023-06-21,Carz,interest_coverage,3.0
2023-06-21,Caraxa,interest_coverage,10.0
2023-06-21,Carvato,interest_coverage,9.0
2023-06-21,Rush,interest_coverage,9.0
2023-06-21,Amxu,interest_coverage,8.0
2023-06-21,CarLeap,interest_coverage,8.0
2023-06-21,Xuad,interest_coverage,8.0
2023-06-21,Wheelic,interest_coverage,7.0
2023-06-21,Fastun,interest_coverage,6.0
2023-06-21,Evi,interest_coverage,5.0
2023-06-21,Teuso,interest_coverage,5.0
2023-06-21,DentCenter,interest_coverage,5.0
2023-06-21,rimovo,interest_coverage,4.0
2023-06-21,Hoqa,interest_coverage,4.0
2023-06-21,Turbo,interest_coverage,4.0
2023-06-21,Worthwheel,interest_coverage,4.0
2023-06-21,NitroRide,interest_coverage,3.0
2023-06-21,Drivat,interest_coverage,3.0
2023-06-21,CarSpa,interest_coverage,3.0
2023-06-21,evCU,interest_coverage,10.0
2023-06-21,HXH,interest_coverage,10.0
2023-06-21,Automotiq,interest_coverage,9.0
2023-06-21,VroomTime,interest_coverage,8.0
2023-06-21,Blazers,interest_coverage,8.0
2023-06-21,GIIQ,interest_coverage,7.0
2023-06-21,RYDI,interest_coverage,7.0
2023-06-21,iAuto,interest_coverage,6.0
2023-06-21,Drivesly,interest_coverage,6.0
2023-06-21,Torque,interest_coverage,6.0
2023-06-21,EliteTechs,interest_coverage,5.0
2023-06-21,Electronically,interest_coverage,5.0
2023-06-21,Automovo,interest_coverage,5.0
2023-06-21,EvolutionAuto,interest_coverage,5.0
2023-06-21,Rollovo,interest_coverage,5.0
2023-06-21,Carzio,interest_coverage,4.0
2023-06-21,Slidyn,interest_coverage,4.0
2023-06-21,caralo,interest_coverage,4.0
2023-06-21,Honkli,interest_coverage,3.0
2023-06-21,Drift,interest_coverage,3.0
2023-06-21,Kar,marketing_spend_rev,589.3
2023-06-21,ROBOH,marketing_spend_rev,622.3
2023-06-21,Nyxx,marketing_spend_rev,690.2
2023-06-21,ottobi,marketing_spend_rev,696.4
2023-06-21,TenQ,marketing_spend_rev,732.9
2023-06-21,SpeedLabs,marketing_spend_rev,739.1
2023-06-21,Cjio,marketing_spend_rev,764.5
2023-06-21,MileMode,marketing_spend_rev,803.7
2023-06-21,Tazox,marketing_spend_rev,822.7
2023-06-21,Carz,marketing_spend_rev,868.4
2023-06-21,Pitpo,marketing_spend_rev,885.0
2023-06-21,Motion,marketing_spend_rev,887.9
2023-06-21,Rusted,marketing_spend_rev,941.4
2023-06-21,DriveSwitch,marketing_spend_rev,942.3
2023-06-21,AutoInfinite,marketing_spend_rev,991.1
2023-06-21,Matic,marketing_spend_rev,1040.6
2023-06-21,vusk,marketing_spend_rev,1155.4
2023-06-21,fovro,marketing_spend_rev,1217.6
2023-06-21,Evi,marketing_spend_rev,497.0
2023-06-21,Wheelic,marketing_spend_rev,514.8
2023-06-21,CarLeap,marketing_spend_rev,533.4
2023-06-21,Rush,marketing_spend_rev,558.5
2023-06-21,Worthwheel,marketing_spend_rev,751.5
2023-06-21,DentCenter,marketing_spend_rev,756.3
2023-06-21,Teuso,marketing_spend_rev,784.5
2023-06-21,Carvato,marketing_spend_rev,885.0
2023-06-21,Fastun,marketing_spend_rev,901.0
2023-06-21,Drivat,marketing_spend_rev,914.4
2023-06-21,Hoqa,marketing_spend_rev,985.7
2023-06-21,NitroRide,marketing_spend_rev,993.6
2023-06-21,CarSpa,marketing_spend_rev,1032.9
2023-06-21,rimovo,marketing_spend_rev,1043.3
2023-06-21,Caraxa,marketing_spend_rev,1057.2
2023-06-21,Amxu,marketing_spend_rev,1088.8
2023-06-21,Xuad,marketing_spend_rev,1108.1
2023-06-21,Turbo,marketing_spend_rev,1146.3
2023-06-21,evCU,marketing_spend_rev,659.4
